2019-10-08 16:16:39,589 [entQueue-0]   WARN - vdmanager.AvdManagerConnection - No Android SDK Found 
2019-10-08 16:16:39,625 [.0_211-b12]   INFO - .openapi.application.Preloader - com.intellij.ide.ui.search.SearchableOptionPreloader took 2364 ms 
2019-10-08 16:16:40,352 [.0_211-b12]   INFO - .openapi.application.Preloader - com.intellij.codeInsight.completion.CompletionPreloader took 727 ms 
2019-10-08 16:16:40,360 [.0_211-b12]   INFO - .openapi.application.Preloader - com.intellij.ide.actions.GotoClassPresentationUpdater took 6 ms 
2019-10-08 16:16:40,382 [entQueue-0]   INFO - pi.util.registry.RegistryValue - Registry value 'java.completion.argument.hints' has changed to 'false" 
2019-10-08 16:16:40,382 [entQueue-0]   INFO - pi.util.registry.RegistryValue - Registry value 'java.completion.argument.hints.internal' has changed to 'false" 
2019-10-08 16:16:40,621 [entQueue-0]   INFO - j.ide.ui.OptionsTopHitProvider - 284 ms spent on EDT to cache options in application 
2019-10-08 16:16:40,623 [entQueue-0]   INFO - .startup.AndroidSdkInitializer - Found Studio home directory at: '/Applications/Android Studio.app/Contents' 
2019-10-08 16:16:40,623 [entQueue-0]   INFO - .startup.AndroidSdkInitializer - Looking for Android SDK at '/Applications/Android Studio.app/Contents/sdk' 
2019-10-08 16:16:40,624 [entQueue-0]   INFO - .startup.AndroidSdkInitializer - Looking for Android SDK at '/Applications/Android Studio.app/sdk' 
2019-10-08 16:16:40,624 [entQueue-0]   INFO - .startup.AndroidSdkInitializer - Unable to locate SDK within the Android studio installation. 
2019-10-08 16:16:40,625 [entQueue-0]   INFO - .startup.AndroidSdkInitializer - Examined and not found a valid Android SDK path: ANDROID_HOME environment variable 
2019-10-08 16:16:40,625 [entQueue-0]   INFO - .startup.AndroidSdkInitializer - Examined and not found a valid Android SDK path: ANDROID_SDK_ROOT environment variable 
2019-10-08 16:16:40,626 [entQueue-0]   INFO - .startup.AndroidSdkInitializer - Examined and not found a valid Android SDK path: Last SDK used by Android tools 
2019-10-08 16:16:40,626 [entQueue-0]   INFO - .startup.AndroidSdkInitializer - Found Studio home directory at: '/Applications/Android Studio.app/Contents' 
2019-10-08 16:16:40,626 [entQueue-0]   INFO - .startup.AndroidSdkInitializer - Looking for Android SDK at '/Applications/Android Studio.app/Contents/sdk' 
2019-10-08 16:16:40,626 [entQueue-0]   INFO - .startup.AndroidSdkInitializer - Looking for Android SDK at '/Applications/Android Studio.app/sdk' 
2019-10-08 16:16:40,627 [entQueue-0]   INFO - .startup.AndroidSdkInitializer - Unable to locate SDK within the Android studio installation. 
